id,name,price,rating,feedbacks,brand
417791562,Массажер миостимулятор,893.0,0.0,0,
390749106,Миостимулятор для идеального тела и здоровья,1864.0,0.0,0,
257420210,Электроды для массажера миостимулятора 2шт,210.0,4.7,86,TARGO
415171239,Массажер миостимулятор для тела и спины,1863.0,0.0,0,
180928028,Миостимулятор Wireless SP 8.0,125124.0,0.0,0,Compex
430188471,Импульсный миостимулятор для лечения всего тела,2888.0,4.9,32,
341866780,Эффективный миостимулятор для идеального тела,1259.0,0.0,0,
103826864,Массажер миостимулятор для терапии,585.0,4.3,13,Lucky Zone
196843983,"Миостимулятор для пресса, пояс для похудения",716.0,4.2,1000,FURVIREA
111897798,"Электроды для лица, для миостимуляторов, 8шт",606.0,4.4,72,Mиостимулятор
405788828,Массажер для лица микротоковый бандаж электрический,1872.0,0.0,0,
346980371,Массажер миостимулятор для мышц,419.0,0.0,0,
346980381,Миостимулятор тренажер для ягодиц,400.0,0.0,0,
241182990,Миостимулятор пояс для пресса,474.0,5.0,1,OptexpressTV
161953259,Косметический микротоковый вибромассажер для лица,2080.0,4.6,600,Dimarket
321087355,Микротоковый массажер для лица RF лифтинг микротоки,902.0,4.9,91,
284200562,Миостимулятор цифровой Меридиан,490.0,5.0,1,
364724974,Массажер миостимулятор,513.0,0.0,0,
156386684,Миостимулятор для пресса электрический,1149.0,4.4,141,ТвояПольза
213710877,Миостимулятор массажер для тела Меридиан,550.0,4.4,348,Balkh Star
176576742,Миостимулятор вибромассажер для тела,1538.0,0.0,0,Товары для массажа
291850471,Миостимулятор для мышц тела,892.0,0.0,0,для тела
418494304,миостимулятор для тела электрический,455.0,0.0,0,AYLIN.SHOP1
418922917,миостимулятор для тела электрический,455.0,0.0,0,AYLIN.SHOP1
418923366,миостимулятор для тела электрический,455.0,0.0,0,AYLIN.SHOP1
418923877,миостимулятор для тела электрический,391.0,0.0,0,AYLIN.SHOP1
418924650,миостимулятор для тела электрический,391.0,0.0,0,AYLIN.SHOP1
413223072,Массажер миостимулятор для тела,388.0,0.0,0,KUDASH
413225616,Массажер миостимулятор для тела,388.0,0.0,0,KUDASH
418906561,миостимулятор для тела электрический,387.0,0.0,0,AYLIN.SHOP1
418907597,миостимулятор для тела электрический,387.0,0.0,0,AYLIN.SHOP1
160977440,Массажер миостимулятор цифровой,600.0,4.7,15,GOODSGOGO
404324843,Миостимулятор для тела,388.0,0.0,0,Таалай
396338130,Универсальный миостимулятор для тела,1231.0,0.0,0,
413272361,Миостимулятор для мышечной тренировки,1074.0,0.0,0,
238025311,Миостимулятор массажер электрический,653.0,4.4,64,BarryHome
196852544,Миостимулятор массажер для пресса,486.0,4.2,19,Сезон товаров
65754115,Массажеры электрические 3 в 1,314.0,4.1,69,luxury club
316936466,Массажный пояс миостимулятор для пресса,425.0,4.2,66,
381576603,Массажер миостимулятор для тела электрический,468.0,4.0,109,
389079589,Электрический миостимулятор для пресса,552.0,4.4,174,GOODSTORAGE
19237483,Миостимулятор Elise,15840.0,4.3,74,TensCare
390749235,Миостимулятор для идеальной формы и здоровья,2129.0,0.0,0,
311490504,Импульсный миостимулятор Массажер для тела Электростимулятор,549.0,4.4,8,
179825304,Микротоковый массажер для тела миостимулятор для пресса,262.0,4.3,176,Expo-Pro
267674032,"Миостимулятор, массажер импульсный для тела, профи",2183.0,4.3,25,ANYSMART
327037933,Электрический массажер миостимулятор для мышц,417.0,5.0,1,Cozyshop для дома
50511241,Миостимулятор для суставов электрический EM 28,3487.0,4.8,370,BEURER
418902701,миостимулятор для тела электрический,387.0,0.0,0,AYLIN.SHOP1
190597588,Микротоковый массажер миостимулятор,158.0,3.8,35,LabiaB
405968108,Миостимулятор для мышечной тонуса и коррекции,1004.0,0.0,0,
412565991,Миостимулятор для формирования ягодиц,950.0,0.0,0,
362432530,миостимулятор для ягодиц,596.0,0.0,0,
391206604,Миостимулятор для идеального пресса и рук,867.0,0.0,0,
327048053,Электрический массажер миостимулятор для пресса,321.0,5.0,1,Cozyshop для дома
419951928,Массажер миостимулятор,866.0,0.0,0,
182731459,"Набор электродов для миостимулятора, многоразовые накладки",418.0,4.6,570,KEP Ko
419951917,Массажер миостимулятор,1288.0,0.0,0,
324901316,Массажер бабочка с пультом,526.0,4.6,328,Массажер электрический
185540115,"Массажер для ног, миостимулятор EMSF-20",3125.0,4.8,3276,Planta
282095932,Массажер миостимулятор,946.0,4.5,71,
355755700,Массажер для похудения живота миостимулятор для пресса пояс,2303.0,4.7,115,Plantos
399962137,Миостимулятор для тонуса мышц,1527.0,0.0,0,
176567817,Миостимулятор вибромассажер для тела,1488.0,0.0,0,Товары для массажа
48469273,Электрод для миостимулятора HIPS Trainer MIO,2206.0,4.7,698,Yamaguchi
169247603,Миостимулятор для пресса электрический,1171.0,4.4,141,ТвояПольза
413226929,Массажер миостимулятор для тела,456.0,0.0,0,KUDASH
413233147,Массажер миостимулятор для тела,456.0,0.0,0,KUDASH
413229872,Массажер миостимулятор для тела,388.0,0.0,0,KUDASH
413224933,Массажер миостимулятор для тела,388.0,0.0,0,KUDASH
418909705,миостимулятор для тела электрический,387.0,0.0,0,AYLIN.SHOP1
418890694,миостимулятор для тела электрический,455.0,0.0,0,AYLIN.SHOP1
200781096,Миостимулятор для тренировки и укрепления мышц ног LEG BELT,12772.0,5.0,1,SIXPAD
279628028,Миостимулятор для тазового дна,3502.0,4.6,1772,Furellia
194367611,Пояс для похудения Миостимулятор Массажер электрический,699.0,4.6,385,Sofia Luxury
249350435,Миостимулятор цифровой Меридиан,1058.0,0.0,0,
390843654,Эффективный миостимулятор для пресса и рук,647.0,0.0,0,
199860699,Складной EMS массажер ног. Миостимулятор нейромышечный,748.0,4.3,36,P2P Online
147855472,Массажер миостимулятор для ягодиц EMS-250,1864.0,4.4,205,Planta
390741119,Эффективный миостимулятор для тела,987.0,0.0,0,
420644584,Миостимулятор,892.0,0.0,0,
420644574,Массажер миостимулятор,1315.0,0.0,0,
417826384,Массажер миостимулятор,1110.0,0.0,0,
420644634,Массажер миостимулятор,893.0,0.0,0,
406976588,Миостимулятор для мышечной тонуса и коррекции,1170.0,0.0,0,
405583145,Миостимулятор для пресса и рук,942.0,0.0,0,
413230522,Массажер миостимулятор для тела,388.0,0.0,0,KUDASH
413565001,Миостимулятор для мышечной коррекции,684.0,0.0,0,
387709476,Премиум миостимулятор для ягодиц и бедер,839.0,0.0,0,
195627689,Миостимулятор Mini для тела,268.0,4.6,19,EMS MINI
390124901,Электрический миостимулятор для пресса,577.0,0.0,0,
